sample_time_unix,gpu_timestamp,gpu_index,gpu_name,gpu_utilization_percent,memory_utilization_percent,vram_used_mib,vram_total_mib,temperature_c,power_draw_watts
1784227886.0555034,2026/07/16 11:51:26.051,0,NVIDIA GeForce RTX 5080,5.0,1.0,14820.0,16303.0,50.0,112.12
1784227887.0699646,2026/07/16 11:51:27.065,0,NVIDIA GeForce RTX 5080,3.0,0.0,14829.0,16303.0,49.0,59.64
1784227888.083938,2026/07/16 11:51:28.080,0,NVIDIA GeForce RTX 5080,6.0,1.0,14829.0,16303.0,48.0,54.62
1784227889.1009822,2026/07/16 11:51:29.094,0,NVIDIA GeForce RTX 5080,82.0,8.0,14834.0,16303.0,54.0,81.31
1784227890.1167839,2026/07/16 11:51:30.111,0,NVIDIA GeForce RTX 5080,97.0,45.0,14835.0,16303.0,57.0,188.34
1784227891.133743,2026/07/16 11:51:31.127,0,NVIDIA GeForce RTX 5080,97.0,45.0,14834.0,16303.0,58.0,185.9
1784227892.149275,2026/07/16 11:51:32.144,0,NVIDIA GeForce RTX 5080,39.0,16.0,14814.0,16303.0,54.0,194.74
1784227893.1656501,2026/07/16 11:51:33.159,0,NVIDIA GeForce RTX 5080,97.0,41.0,14810.0,16303.0,58.0,164.35
1784227894.1823153,2026/07/16 11:51:34.176,0,NVIDIA GeForce RTX 5080,97.0,41.0,14794.0,16303.0,58.0,203.1
1784227895.1983347,2026/07/16 11:51:35.192,0,NVIDIA GeForce RTX 5080,97.0,41.0,14783.0,16303.0,58.0,203.61
1784227896.215392,2026/07/16 11:51:36.209,0,NVIDIA GeForce RTX 5080,95.0,42.0,14803.0,16303.0,59.0,207.68
1784227897.232356,2026/07/16 11:51:37.226,0,NVIDIA GeForce RTX 5080,95.0,41.0,14836.0,16303.0,59.0,207.72
1784227898.2491436,2026/07/16 11:51:38.242,0,NVIDIA GeForce RTX 5080,95.0,42.0,14833.0,16303.0,59.0,213.35
1784227899.2663167,2026/07/16 11:51:39.260,0,NVIDIA GeForce RTX 5080,95.0,43.0,14828.0,16303.0,60.0,214.74
1784227900.283239,2026/07/16 11:51:40.277,0,NVIDIA GeForce RTX 5080,96.0,41.0,14858.0,16303.0,59.0,209.7
1784227901.3002534,2026/07/16 11:51:41.294,0,NVIDIA GeForce RTX 5080,95.0,43.0,14841.0,16303.0,60.0,214.02
1784227902.3163822,2026/07/16 11:51:42.310,0,NVIDIA GeForce RTX 5080,95.0,43.0,14825.0,16303.0,60.0,217.13
1784227903.333866,2026/07/16 11:51:43.327,0,NVIDIA GeForce RTX 5080,96.0,42.0,14856.0,16303.0,60.0,213.12
1784227904.3511364,2026/07/16 11:51:44.344,0,NVIDIA GeForce RTX 5080,96.0,41.0,14853.0,16303.0,60.0,211.44
1784227905.3686032,2026/07/16 11:51:45.362,0,NVIDIA GeForce RTX 5080,95.0,43.0,14833.0,16303.0,60.0,212.04
1784227906.3847816,2026/07/16 11:51:46.378,0,NVIDIA GeForce RTX 5080,96.0,42.0,14831.0,16303.0,60.0,215.02
1784227907.4013762,2026/07/16 11:51:47.394,0,NVIDIA GeForce RTX 5080,92.0,42.0,14829.0,16303.0,60.0,216.12
1784227908.418167,2026/07/16 11:51:48.412,0,NVIDIA GeForce RTX 5080,96.0,42.0,14847.0,16303.0,60.0,213.71
1784227909.43508,2026/07/16 11:51:49.429,0,NVIDIA GeForce RTX 5080,96.0,42.0,14832.0,16303.0,61.0,216.81
1784227910.4519908,2026/07/16 11:51:50.445,0,NVIDIA GeForce RTX 5080,95.0,43.0,14830.0,16303.0,60.0,219.91
1784227911.4682007,2026/07/16 11:51:51.462,0,NVIDIA GeForce RTX 5080,95.0,43.0,14828.0,16303.0,61.0,219.43
1784227912.485388,2026/07/16 11:51:52.478,0,NVIDIA GeForce RTX 5080,95.0,43.0,14812.0,16303.0,61.0,220.01
1784227913.5021658,2026/07/16 11:51:53.496,0,NVIDIA GeForce RTX 5080,93.0,42.0,14804.0,16303.0,61.0,220.32
1784227914.518456,2026/07/16 11:51:54.512,0,NVIDIA GeForce RTX 5080,96.0,43.0,14804.0,16303.0,61.0,220.71
1784227915.534836,2026/07/16 11:51:55.529,0,NVIDIA GeForce RTX 5080,96.0,43.0,14804.0,16303.0,61.0,221.31
1784227916.55169,2026/07/16 11:51:56.545,0,NVIDIA GeForce RTX 5080,96.0,43.0,14804.0,16303.0,62.0,221.79
1784227917.5672166,2026/07/16 11:51:57.562,0,NVIDIA GeForce RTX 5080,95.0,43.0,14804.0,16303.0,62.0,221.63
1784227918.5845134,2026/07/16 11:51:58.578,0,NVIDIA GeForce RTX 5080,95.0,43.0,14804.0,16303.0,62.0,221.87
1784227919.6013923,2026/07/16 11:51:59.595,0,NVIDIA GeForce RTX 5080,94.0,42.0,14804.0,16303.0,62.0,222.31
1784227920.6181865,2026/07/16 11:52:00.612,0,NVIDIA GeForce RTX 5080,95.0,43.0,14804.0,16303.0,62.0,222.68
1784227921.6355207,2026/07/16 11:52:01.629,0,NVIDIA GeForce RTX 5080,96.0,43.0,14804.0,16303.0,62.0,223.16
1784227922.653522,2026/07/16 11:52:02.647,0,NVIDIA GeForce RTX 5080,95.0,43.0,14804.0,16303.0,62.0,223.65
1784227923.6703815,2026/07/16 11:52:03.664,0,NVIDIA GeForce RTX 5080,95.0,43.0,14804.0,16303.0,62.0,223.43
1784227924.6870558,2026/07/16 11:52:04.681,0,NVIDIA GeForce RTX 5080,95.0,43.0,14804.0,16303.0,62.0,223.54
1784227925.704208,2026/07/16 11:52:05.697,0,NVIDIA GeForce RTX 5080,95.0,44.0,14804.0,16303.0,63.0,223.81
1784227926.721194,2026/07/16 11:52:06.714,0,NVIDIA GeForce RTX 5080,95.0,44.0,14796.0,16303.0,63.0,223.9
1784227927.7379763,2026/07/16 11:52:07.731,0,NVIDIA GeForce RTX 5080,95.0,44.0,14796.0,16303.0,63.0,225.04
1784227928.7543824,2026/07/16 11:52:08.748,0,NVIDIA GeForce RTX 5080,95.0,44.0,14796.0,16303.0,63.0,224.63
1784227929.771876,2026/07/16 11:52:09.765,0,NVIDIA GeForce RTX 5080,95.0,44.0,14796.0,16303.0,62.0,217.3
1784227930.7885463,2026/07/16 11:52:10.782,0,NVIDIA GeForce RTX 5080,92.0,43.0,14796.0,16303.0,62.0,213.84
